gauge_id,gauge_name,main_effect_x1_NSE,main_effect_x2_NSE,main_effect_x3_NSE,main_effect_x4_NSE,total_effect_x1_NSE,total_effect_x2_NSE,total_effect_x3_NSE,total_effect_x4_NSE,main_effect_x1_logNSE,main_effect_x2_logNSE,main_effect_x3_logNSE,main_effect_x4_logNSE,total_effect_x1_logNSE,total_effect_x2_logNSE,total_effect_x3_logNSE,total_effect_x4_logNSE,main_effect_x1_avr,main_effect_x2_avr,main_effect_x3_avr,main_effect_x4_avr,total_effect_x1_avr,total_effect_x2_avr,total_effect_x3_avr,total_effect_x4_avr,obs_missing,start_date,end_date,river,area
21026,Tima Water at Deephope,0.052203,0.03764,0.095143,0.69866,0.10899,0.066649,0.19673,0.82201,0.18219,0.34004,0.1866,0.17654,0.24748,0.46685,0.2959,0.22509,0.16209,0.13802,0.19615,0.42868,0.19997,0.21041,0.28995,0.49625,0,1990-01-01,1999-12-31,River Tima Water,31
21027,Blackadder Water at Mouth Bridge,0.049558,0.07789,0.027595,0.22237,0.25175,0.40957,0.35412,0.48554,0.069772,0.37232,0.093883,0.018219,0.30387,0.72163,0.45707,0.21549,0.081522,0.31789,0.074084,0.091464,0.22922,0.66816,0.44126,0.30253,0,1990-01-01,1999-12-31,River Blackadder Water,155.34
22001,Coquet at Morwick,0.081408,0.063508,0.064983,0.32059,0.25657,0.27301,0.30633,0.53918,0.12565,0.35384,0.086048,0.030703,0.36475,0.682,0.41038,0.20489,0.14527,0.25815,0.089811,0.14603,0.28145,0.53891,0.39649,0.3239,0,1990-01-01,1999-12-31,River Coquet,578.25
22006,Blyth at Hartford Bridge,0.033977,0.15897,0.030914,0.12298,0.21402,0.61173,0.43023,0.38203,0.080861,0.61129,0.10001,0.0054075,0.10518,0.81331,0.27712,0.049851,0.073615,0.4979,0.091172,0.039602,0.11336,0.77,0.31648,0.15641,0,1990-01-01,1999-12-31,River Blyth,273.67
22007,Wansbeck at Mitford,0.070597,0.066057,0.074228,0.29326,0.23245,0.2936,0.32542,0.53847,0.14814,0.54171,0.11737,0.013614,0.18284,0.72372,0.27142,0.068438,0.14813,0.40809,0.13336,0.084105,0.1806,0.61151,0.30962,0.18846,0,1990-01-01,1999-12-31,River Wansbeck,282.01
22009,Coquet at Rothbury,0.069724,0.066998,0.060053,0.33645,0.23876,0.28667,0.30709,0.53149,0.11985,0.30667,0.088505,0.030932,0.41105,0.66274,0.44804,0.20636,0.13562,0.23603,0.088094,0.15409,0.29963,0.52159,0.41965,0.32583,0,1990-01-01,1999-12-31,River Coquet,345.98
23001,Tyne at Bywell,0.1432,0.093916,0.080601,0.37278,0.2587,0.26041,0.23777,0.5271,0.089924,0.28422,0.07108,0.054441,0.42405,0.68488,0.45671,0.21453,0.14487,0.20019,0.07633,0.19141,0.31654,0.49212,0.39381,0.34561,1.2,1990-01-01,1999-12-31,River Tyne,2172.36
23004,South Tyne at Haydon Bridge,0.071085,0.05157,0.079222,0.55954,0.16209,0.14219,0.21323,0.70771,0.15309,0.40041,0.083731,0.0957,0.31692,0.65128,0.29706,0.20042,0.1538,0.24112,0.10378,0.28988,0.23806,0.42555,0.29364,0.39982,0,1990-01-01,1999-12-31,River South Tyne,749.89
23006,South Tyne at Featherstone,0.024767,0.049901,0.047761,0.66121,0.10876,0.11858,0.17587,0.79655,0.060167,0.28158,0.060819,0.17068,0.34635,0.63862,0.38014,0.30964,0.057754,0.1568,0.06223,0.41227,0.19325,0.36363,0.29933,0.53506,0.8,1990-01-01,1999-12-31,River South Tyne,323.05
23007,Derwent at Rowlands Gill,0.12063,0.31949,0.09462,0.012862,0.24272,0.69602,0.43103,0.10541,0.0689,0.40262,0.11735,0.0078639,0.33284,0.69743,0.4191,0.13223,0.11266,0.41797,0.11751,0.01339,0.216,0.65994,0.39117,0.10684,0,1990-01-01,1999-12-31,River Derwent,243.99
23008,Rede at Rede Bridge,0.076247,0.067367,0.086134,0.39536,0.19518,0.23748,0.27573,0.58159,0.17695,0.50386,0.09066,0.036948,0.24981,0.69206,0.24767,0.10245,0.17086,0.3719,0.11049,0.14636,0.21456,0.5557,0.27998,0.24115,0.1,1990-01-01,1999-12-31,River Rede,345.2
23011,Kielder Burn at Kielder,0.028535,0.069773,0.042159,0.65022,0.12763,0.13287,0.1787,0.80119,0.017945,0.17576,0.05611,0.12848,0.45116,0.66567,0.50762,0.27825,0.022452,0.12819,0.042711,0.31748,0.27627,0.44687,0.3874,0.45487,0.4,1990-01-01,1999-12-31,River Kielder Burn,58.59
23016,Ouse Burn at Crag Hall,0.02832,0.25406,0.031673,0.054551,0.21652,0.77759,0.46729,0.25577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1990-01-01,1999-12-31,River Ouse Burn,53.62
24001,Wear at Sunderland Bridge,0.068543,0.095446,0.067348,0.24968,0.24849,0.41428,0.34508,0.4241,0.02741,0.23449,0.10297,0.028606,0.45481,0.69103,0.58159,0.19919,0.053485,0.2388,0.09181,0.11302,0.30834,0.60447,0.52545,0.2852,2,1990-01-01,1999-12-31,River Wear,661.17
24003,Wear at Stanhope,0.0084157,0.23268,0.015033,0.36749,0.096071,0.44105,0.23998,0.46382,0.17515,0.52083,0.077251,0.046275,0.26325,0.69647,0.22318,0.10097,0.086683,0.50464,0.059544,0.16746,0.13519,0.68049,0.2373,0.2319,2,1990-01-01,1999-12-31,River Wear,173.49
24004,Bedburn Beck at Bedburn,0.15005,0.092785,0.070996,0.19422,0.33182,0.41394,0.35224,0.37397,0.21918,0.34001,0.095172,0.025795,0.41313,0.60099,0.34607,0.17426,0.24365,0.22937,0.10871,0.10412,0.36099,0.46815,0.37135,0.26337,0,1990-01-01,1999-12-31,River Bedburn Beck,74.12
24005,Browney at Burnhall,0.021732,0.19546,0.036072,0.060096,0.22938,0.76103,0.53289,0.26846,0.074412,0.55702,0.054535,0.01372,0.1965,0.81248,0.28852,0.14896,0.054928,0.46398,0.051612,0.039635,0.14907,0.79423,0.36043,0.20518,0,1990-01-01,1999-12-31,River Browney,179
25001,Tees at Darlington Broken Scar,0.040377,0.070208,0.050879,0.44078,0.1641,0.25432,0.24162,0.58465,0.028323,0.20672,0.089037,0.048264,0.49255,0.68132,0.55929,0.19037,0.023416,0.22561,0.058996,0.18467,0.29644,0.58285,0.45862,0.32367,0.1,1990-01-01,1999-12-31,River Tees,847.7
25003,Trout Beck at Moor House,0.1051,0.085667,0.020716,0.50047,0.18323,0.19163,0.17266,0.58689,0.076898,0.47795,0.14619,0.17817,0.11326,0.6016,0.26574,0.21465,0.0035803,0.39152,0.045685,0.40125,0.033704,0.51437,0.20051,0.46397,14.6,1990-01-01,1999-12-31,River Trout Beck,11.39
25006,Greta at Rutherford Bridge,0.17429,0.077727,0.13623,0.50952,0.252,0.11931,0.23303,0.63568,0.29512,0.33383,0.18146,0.05429,0.35081,0.47188,0.29231,0.097803,0.32883,0.14949,0.22643,0.20842,0.36232,0.23759,0.31422,0.26895,0,1990-01-01,1999-12-31,River Greta,86.81
25012,Harwood Beck at Harwood,0.0032802,0.019549,0.02655,0.74119,0.07735,0.076602,0.15762,0.86878,0.17898,0.38737,0.13736,0.15375,0.25726,0.53524,0.26688,0.20714,0.10535,0.23587,0.11419,0.42462,0.15118,0.33848,0.24523,0.4993,0,1990-01-01,1999-12-31,River Harwood Beck,24.58
25020,Skerne at Preston le Skerne,0.029714,0.28721,0.03953,0.019543,0.20204,0.83931,0.48463,0.21887,0.016226,0.70009,0.046697,0.0055269,0.046806,0.92511,0.24057,0.057418,0.016073,0.55472,0.019852,0.01441,0.078838,0.91831,0.31022,0.14893,0,1990-01-01,1999-12-31,River Skerne,152.76
25021,Skerne at Bradbury,0.059598,0.31492,0.046652,0.012135,0.20865,0.81271,0.44432,0.18016,0.011805,0.71354,0.04365,0.0038695,0.040242,0.93477,0.23513,0.049524,0.028234,0.54224,0.014446,0.00982,0.093264,0.91137,0.30992,0.13471,1.2,1990-01-01,1999-12-31,River Skerne,75.7
25029,Leven at Foxton Bridge,0.05321,0.12997,0.028272,0.18537,0.1913,0.54506,0.38234,0.44241,0.10941,0.55682,0.033654,0.022474,0.20916,0.80639,0.24828,0.13839,0.10481,0.43358,0.037812,0.08181,0.17765,0.73577,0.3012,0.24384,12.5,2005-10-01,2015-09-30,River Leven,183.86
26003,Foston Beck at Foston Mill,0.28664,0.04234,0.23204,0.00033523,0.52801,0.34465,0.53185,0.1124,0.27475,0.035535,0.42548,0.00015622,0.41995,0.20414,0.6343,0.089892,0.33713,0.02883,0.36986,0.00014903,0.49273,0.14713,0.55554,0.0899,0,1990-01-01,1999-12-31,River Foston Beck,59.59
26005,Gypsey Race at Boynton,0.19902,0.3524,0.085248,0.00028861,0.28292,0.65463,0.34138,0.081972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1990-01-01,1999-12-31,River Gypsey Race,248.13
26006,Elmswell Beck at Little Driffield,0.17676,0.63663,0.0067895,0.00027726,0.1996,0.79804,0.16892,0.01326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1990-01-01,1999-12-31,River Elmswell Beck,8.82
26008,Mires Beck at North Cave,0.15138,0.21925,0.13036,0.00057847,0.30901,0.63304,0.47155,0.14483,0.1161,0.50538,0.1006,0.0003324,0.21955,0.70709,0.28174,0.095883,0.1511,0.27349,0.13014,0.00052467,0.27879,0.63104,0.43237,0.13484,0,1990-01-01,1999-12-31,River Mires Beck,40.97
26009,West Beck at Snakeholme Lock,0.16717,0.03289,0.28489,0.00055636,0.44955,0.38492,0.64993,0.14587,0.18532,0.037436,0.44746,0.00031152,0.38216,0.22584,0.70737,0.11548,0.20729,0.039103,0.41913,0.00035548,0.4035,0.1872,0.66569,0.11904,0,1990-01-01,1999-12-31,River West Beck,195.6
27001,Nidd at Hunsingore Weir,0.1082,0.13075,0.087774,0.15834,0.25752,0.52128,0.39884,0.34329,0.05246,0.33056,0.088262,0.022131,0.38733,0.71386,0.47738,0.20042,0.092524,0.30805,0.085811,0.086737,0.2657,0.63436,0.4427,0.26644,0,1990-01-01,1999-12-31,River Nidd,493.91
27002,Wharfe at Wetherby Flint Mill,0.029837,0.11172,0.077756,0.40034,0.13035,0.32549,0.27557,0.53823,0.055362,0.43359,0.056658,0.065125,0.31689,0.77492,0.34741,0.19434,0.054985,0.34254,0.07456,0.23201,0.16253,0.59521,0.32616,0.35451,0,1990-01-01,1999-12-31,River Wharfe,759.05
27003,Aire at Beal Weir,0.16842,0.14277,0.11298,0.18329,0.32318,0.44315,0.32718,0.35336,0.06564,0.14991,0.2214,0.010102,0.39918,0.5606,0.68015,0.13137,0.013641,0.23098,0.1587,0.046308,0.29996,0.61271,0.63353,0.1829,0,1990-01-01,1999-12-31,River Aire,1935.97
27006,Don at Sheffield Hadfields,0.045446,0.36726,0.043563,0.042554,0.16621,0.78208,0.42143,0.14337,0.01586,0.54699,0.048446,0.021339,0.24622,0.84519,0.31248,0.15168,0.024596,0.53685,0.050245,0.040377,0.12242,0.81025,0.34024,0.14454,0,1990-01-01,1999-12-31,River Don,364.88
27007,Ure at Westwick Lock,0.16449,0.088846,0.14535,0.46572,0.25051,0.16643,0.23296,0.57752,0.019869,0.12918,0.08089,0.042661,0.54327,0.67544,0.6407,0.19642,0.086367,0.13582,0.077649,0.21168,0.35366,0.47659,0.45226,0.34868,0,1990-01-01,1999-12-31,River Ure,912.58
27009,Ouse at Skelton,0.23372,0.11293,0.1084,0.084291,0.39535,0.4806,0.38121,0.27041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1990-01-01,1999-12-31,River Ouse,3300.8
27021,Don at Doncaster,0.081885,0.11748,0.051748,0.089489,0.33101,0.63237,0.45858,0.31391,0.062201,0.13296,0.3097,0.0070382,0.336,0.50104,0.73908,0.1359,0.02848,0.17759,0.27448,0.025517,0.28252,0.52428,0.72266,0.17184,0,1990-01-01,1999-12-31,River Don,1252.87
27023,Dearne at Barnsley Weir,0.040691,0.1399,0.043165,0.11534,0.25222,0.6387,0.45523,0.33263,0.0074649,0.2493,0.17802,0.018659,0.33697,0.66523,0.617,0.2099,0.011452,0.29819,0.12017,0.064199,0.21715,0.69277,0.54869,0.26486,0,1990-01-01,1999-12-31,River Dearne,119.56
27025,Rother at Woodhouse Mill,0.1155,0.10195,0.051375,0.10485,0.34881,0.57229,0.40531,0.35635,0.023739,0.10669,0.32075,0.01192,0.33365,0.51701,0.79841,0.17347,0.0038321,0.16247,0.25343,0.042022,0.26246,0.57101,0.74391,0.22872,0,1990-01-01,1999-12-31,River Rother,354.94
27026,Rother at Whittington,0.10262,0.10994,0.059121,0.11765,0.31255,0.56847,0.42026,0.3476,0.010471,0.22918,0.165,0.022596,0.35975,0.66165,0.6327,0.21612,0.037783,0.25427,0.11558,0.071207,0.25469,0.65437,0.56141,0.28122,0,1990-01-01,1999-12-31,River Rother,167.03
27029,Calder at Elland,0.026646,0.14146,0.063916,0.35123,0.13392,0.40456,0.29561,0.46239,0.027198,0.12621,0.16966,0.033393,0.47145,0.60021,0.65499,0.19886,0.018157,0.20023,0.1094,0.15145,0.29035,0.54575,0.51226,0.30405,0,1990-01-01,1999-12-31,River Calder,340.75
27030,Dearne at Adwick,0.082307,0.10814,0.032399,0.067082,0.3744,0.66487,0.47103,0.318,0.027314,0.14776,0.34684,0.0062745,0.26553,0.51875,0.77526,0.15203,0.007384,0.19019,0.30562,0.022193,0.23123,0.54527,0.7428,0.1883,0,1990-01-01,1999-12-31,River Dearne,310.98
27032,Hebden Beck at Hebden,0.13276,0.56678,0.061932,0.0024684,0.15949,0.77353,0.25915,0.027795,0.10511,0.64764,0.082103,0.0066726,0.11658,0.80422,0.22286,0.022894,0.076765,0.64592,0.034059,0.0031302,0.097577,0.86364,0.23963,0.028762,0,1990-01-01,1999-12-31,River Hebden Beck,22.25
27034,Ure at Kilgram Bridge,0.081256,0.041064,0.11715,0.64713,0.14491,0.077348,0.19698,0.74786,0.23358,0.27499,0.13133,0.097264,0.42567,0.51381,0.32953,0.19135,0.20789,0.10981,0.16223,0.37716,0.2856,0.22715,0.29731,0.45945,0,1990-01-01,1999-12-31,River Ure,510.94
27035,Aire at Kildwick Bridge,0.28856,0.080442,0.2245,0.34856,0.33834,0.14135,0.28196,0.42995,0.2542,0.3628,0.10258,0.048565,0.38961,0.57933,0.27674,0.14666,0.34499,0.14379,0.18878,0.19058,0.40597,0.28049,0.30551,0.27849,0,1990-01-01,1999-12-31,River Aire,283.39
27038,Costa Beck at Gatehouses,0.09784,0.68825,0.0043382,0.00092413,0.11592,0.8903,0.18467,0.021695,0.017177,0.53439,0.17764,0.00015731,0.073448,0.77288,0.43109,0.047874,0.01502,0.54364,0.17082,0.00016026,0.069972,0.78291,0.42406,0.047191,0,1990-01-01,1999-12-31,River Costa Beck,8.85
27041,Derwent at Buttercrambe,0.0402,0.13163,0.12546,0.0021006,0.29907,0.65725,0.66234,0.18658,0.026,0.11023,0.31561,0.0016326,0.34211,0.49426,0.79903,0.18543,0.043784,0.15109,0.27339,0.002445,0.26831,0.46808,0.72428,0.19125,0,1990-01-01,1999-12-31,River Derwent,1594.24
27042,Dove at Kirkby Mills,0.033007,0.092922,0.048476,0.15227,0.30169,0.53012,0.47374,0.31837,0.017639,0.12799,0.25475,0.0081595,0.37246,0.55531,0.77514,0.15849,0.021072,0.16525,0.22202,0.054176,0.31474,0.47921,0.71244,0.21186,0,1990-01-01,1999-12-31,River Dove,60.34
27043,Wharfe at Addingham,0.032381,0.033477,0.091661,0.65885,0.099608,0.093007,0.19677,0.77559,0.081807,0.38474,0.081874,0.13403,0.30495,0.67577,0.32364,0.24629,0.074363,0.21319,0.10409,0.40158,0.16688,0.37868,0.28147,0.50034,0,1990-01-01,1999-12-31,River Wharfe,430
27047,Snaizeholme Beck at Low Houses,0.0033491,0.015092,0.045569,0.78096,0.069841,0.055142,0.16911,0.9181,0.19152,0.33632,0.21845,0.15583,0.22106,0.4374,0.31041,0.18366,0.11655,0.15438,0.19018,0.46195,0.14159,0.21631,0.28422,0.52785,0,1990-01-01,1999-12-31,River Snaizeholme Beck,11.35
27049,Rye at Ness,0.07623,0.096238,0.086057,0.040939,0.3338,0.62231,0.59816,0.25841,0.023161,0.09712,0.31776,0.0032748,0.35197,0.48718,0.81158,0.17272,0.030696,0.13454,0.28595,0.017406,0.29646,0.44163,0.77147,0.20813,0,1990-01-01,1999-12-31,River Rye,237.6
27051,Crimple at Burn Bridge,0.19888,0.083368,0.092192,0.20824,0.35384,0.33132,0.30255,0.4385,0.19621,0.47952,0.15589,0.011282,0.21825,0.6387,0.29266,0.047937,0.23934,0.32663,0.1741,0.062245,0.26796,0.50888,0.32369,0.15373,0,1990-01-01,1999-12-31,River Crimple,8.17
27062,Nidd at Skip Bridge,0.17057,0.11089,0.11784,0.13506,0.31267,0.47765,0.39278,0.32338,0.036896,0.31212,0.097423,0.017131,0.38862,0.70873,0.51001,0.19831,0.09646,0.27743,0.091883,0.06928,0.29334,0.61606,0.47308,0.25863,5,1990-01-01,1999-12-31,River Nidd,523.47
27064,Went at Walden Stubbs,0.02432,0.11181,0.059874,0.014684,0.32922,0.78052,0.63076,0.27621,0.025105,0.11882,0.43904,0.0042155,0.21264,0.47092,0.81162,0.18895,0.024266,0.14595,0.3725,0.010754,0.21207,0.51902,0.74607,0.22456,0.2,1990-01-01,1999-12-31,River Went,86.34
27065,Holme at Queens Mill,0.013475,0.27234,0.048816,0.21988,0.11418,0.60196,0.3441,0.32127,0.02441,0.38539,0.084725,0.028212,0.35452,0.74561,0.42744,0.19045,0.024561,0.43419,0.064448,0.11854,0.18205,0.70108,0.36364,0.2469,0,1990-01-01,1999-12-31,River Holme,100.7
27071,Swale at Crakehill,0.20601,0.13866,0.084786,0.09783,0.39069,0.50659,0.34577,0.3039,0.012589,0.1431,0.14643,0.014121,0.4479,0.64192,0.72939,0.18983,0.08088,0.19034,0.1059,0.055571,0.33779,0.57977,0.60582,0.25225,0,1990-01-01,1999-12-31,River Swale,1354.43
27073,Brompton Beck at Snainton Ings,0.18604,0.6363,0.0095438,0.00073119,0.21333,0.76917,0.16627,0.011891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1990-01-01,1999-12-31,River Brompton Beck,8.06
27077,Bradford Beck at Shipley,0.075058,0.41326,0.046764,0.022947,0.17644,0.80503,0.37679,0.11452,0.0070874,0.51973,0.055594,0.022392,0.25324,0.84181,0.34643,0.16008,0.038854,0.54297,0.052855,0.028395,0.12067,0.82353,0.33221,0.12609,0,1990-01-01,1999-12-31,River Bradford Beck,57.59
27079,Calder at Methley,0.16945,0.186,0.10339,0.26814,0.3046,0.3833,0.25154,0.40918,0.097448,0.20192,0.22806,0.0077928,0.35346,0.55618,0.61765,0.11196,0.044425,0.28416,0.17325,0.03481,0.28144,0.62882,0.57517,0.1445,0,1990-01-01,1999-12-31,River Calder,950.18
27080,Aire at Oulton Lemonroyd,0.23532,0.26166,0.10267,0.21747,0.34893,0.41526,0.21837,0.34221,0.082448,0.25271,0.20032,0.0075489,0.327,0.60415,0.591,0.10405,0.025679,0.36149,0.1379,0.030671,0.24313,0.70337,0.53316,0.13015,0,1990-01-01,1999-12-31,River Aire,861.58
27084,Eastburn Beck at Crosshills,0.18945,0.070258,0.14899,0.44197,0.27778,0.15145,0.24813,0.57908,0.2499,0.39583,0.10424,0.053093,0.34604,0.58713,0.25981,0.13673,0.29023,0.20918,0.1527,0.19685,0.34371,0.35706,0.28721,0.29307,0,1990-01-01,1999-12-31,River Eastburn Beck,41.01
27087,Derwent at Low Marishes,0.13703,0.17654,0.16017,0.00034749,0.33055,0.56697,0.5469,0.12938,0.061738,0.16575,0.3099,0.00029736,0.32457,0.48114,0.68674,0.17593,0.13338,0.19597,0.21701,0.00025619,0.30236,0.49198,0.55705,0.13165,0,1990-01-01,1999-12-31,River Derwent,475.94
27089,Wharfe at Tadcaster,0.010636,0.30214,0.028047,0.1711,0.11504,0.67318,0.34171,0.28453,0.017064,0.4149,0.043689,0.036899,0.35186,0.81076,0.3994,0.17432,0.015104,0.46114,0.03749,0.11934,0.13784,0.75532,0.34436,0.23726,14.8,1990-01-01,1999-12-31,River Wharfe,815.35
27090,Swale at Catterick Bridge,0.072829,0.059062,0.10936,0.58055,0.15886,0.12757,0.21407,0.70528,0.079262,0.21946,0.069216,0.084277,0.46223,0.66035,0.48392,0.24665,0.10633,0.14159,0.081059,0.30441,0.28937,0.40305,0.36527,0.44092,0,1995-01-01,2004-12-31,River Swale,497.56
28001,Derwent at Yorkshire Bridge,0.11032,0.44239,0.12022,0.0033032,0.17245,0.69169,0.38013,0.048396,0.014924,0.78647,0.0093465,3.1356e-05,0.061122,0.96358,0.1587,0.03362,0.022653,0.68399,0.038849,0.0011811,0.056359,0.89455,0.24924,0.040036,0,1990-01-01,1999-12-31,River Derwent,126.71
28003,Tame at Water Orton,0.080822,0.12909,0.13025,0.046853,0.28371,0.65273,0.53207,0.21533,0.12609,0.1953,0.32441,0.0053356,0.2895,0.47443,0.63369,0.097922,0.15478,0.16739,0.35393,0.014447,0.30547,0.39149,0.63189,0.11133,0,1995-01-01,2004-12-31,River Tame,405.6
28008,Dove at Rocester Weir,0.044939,0.13049,0.057396,0.1449,0.25325,0.58271,0.44455,0.32371,0.036787,0.10554,0.28874,0.0073889,0.37669,0.52178,0.7588,0.15316,0.021969,0.15811,0.26693,0.044275,0.28699,0.50064,0.71806,0.19987,0,1990-01-01,1999-12-31,River Dove,397.97
28009,Trent at Colwick,0.051369,0.11674,0.063149,0.014564,0.30575,0.74701,0.60267,0.26372,0.039285,0.14478,0.33184,0.0027969,0.29198,0.50655,0.76067,0.13934,0.01257,0.17451,0.3218,0.008665,0.2331,0.49736,0.75754,0.18366,0,1990-01-01,1999-12-31,River Trent,7466.4
28012,Trent at Yoxall,0.042362,0.17241,0.10142,0.0068585,0.24122,0.75152,0.59277,0.20817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.4,1990-01-01,1999-12-31,River Trent,1206.6
28015,Idle at Mattersey,0.14762,0.2437,0.10007,0.00059848,0.30423,0.67343,0.4411,0.1478,0.095751,0.31933,0.22965,0.0010743,0.25396,0.58238,0.48076,0.1494,0.14867,0.27244,0.12272,0.00059757,0.28174,0.64421,0.42578,0.14227,0,1990-01-01,1999-12-31,River Idle,528.18
28018,Dove at Marston on Dove,0.06624,0.12561,0.040349,0.14407,0.24772,0.5804,0.41147,0.35528,0.022641,0.10372,0.27402,0.0093931,0.38621,0.54149,0.76816,0.17024,0.014182,0.16688,0.2203,0.05305,0.2694,0.55938,0.69936,0.23327,0,1990-01-01,1999-12-31,River Dove,884.07
28022,Trent at North Muskham,0.052056,0.10846,0.066283,0.0084941,0.31957,0.73676,0.61157,0.2604,0.037457,0.15602,0.33314,0.001905,0.27752,0.51028,0.75448,0.13619,0.012347,0.17821,0.32683,0.0052587,0.22915,0.48869,0.75344,0.17897,0,1990-01-01,1999-12-31,River Trent,8209.42
28023,Wye at Ashford,0.05338,0.14202,0.28226,0.012767,0.22991,0.48989,0.69232,0.12376,0.078316,0.069341,0.375,0.00088574,0.36281,0.39407,0.77216,0.13756,0.089705,0.067657,0.45893,0.0052431,0.31214,0.23876,0.79384,0.13502,0,1995-01-01,2004-12-31,River Wye,152.28
28024,Wreake at Syston Mill,0.13791,0.10605,0.042396,0.056303,0.34906,0.62927,0.42078,0.37431,0.040642,0.57702,0.05268,0.010772,0.12606,0.85672,0.28371,0.15599,0.080712,0.388,0.061815,0.033947,0.17871,0.76976,0.36108,0.25969,0,1990-01-01,1999-12-31,River Wreake,417.01
28026,Anker at Polesworth,0.101,0.11198,0.030528,0.06713,0.3252,0.65907,0.42635,0.37345,0.0029461,0.13978,0.34428,0.0099929,0.24545,0.54821,0.80499,0.20341,0.0067716,0.18698,0.26575,0.032404,0.20279,0.61213,0.72115,0.25757,0,1990-01-01,1999-12-31,River Anker,371.58
28031,Manifold at Ilam,0.23049,0.20504,0.068265,0.33641,0.3289,0.30119,0.17457,0.47171,0.013574,0.13208,0.20428,0.020559,0.38726,0.61883,0.72352,0.19469,0.069152,0.21563,0.11044,0.097377,0.32179,0.61601,0.52971,0.25884,0,1990-01-01,1999-12-31,River Manifold,148.15
28033,Dove at Hollinsclough,0.20263,0.34109,0.10881,0.30037,0.23445,0.40814,0.18167,0.34103,0.067273,0.32992,0.18301,0.01181,0.23911,0.66859,0.53701,0.11785,0.018216,0.44417,0.10943,0.044405,0.16468,0.77492,0.44833,0.14133,18.1,1995-01-01,2004-12-31,River Dove,7.92
28039,Rea at Calthorpe Park,0.074827,0.23861,0.083215,0.046879,0.23723,0.72664,0.4639,0.19941,0.13679,0.1098,0.29638,0.020568,0.40656,0.44129,0.64775,0.15436,0.14772,0.17997,0.26781,0.039974,0.31475,0.44294,0.56499,0.17103,0,1990-01-01,1999-12-31,River Rea,73.68
28040,Trent at Stoke-On-Trent,0.011793,0.33977,0.028447,0.063063,0.13669,0.82531,0.42922,0.22823,0.025614,0.65426,0.02441,0.024495,0.12104,0.9075,0.23581,0.12276,0.010715,0.58001,0.023377,0.047974,0.069091,0.89437,0.29542,0.17043,0,1990-01-01,1999-12-31,River Trent,58.52
28043,Derwent at Chatsworth,0.023246,0.29866,0.068256,0.069496,0.15876,0.72263,0.48451,0.18007,0.024097,0.38691,0.11471,0.011324,0.32559,0.72872,0.43731,0.17032,0.027683,0.426,0.10891,0.041966,0.18386,0.69815,0.43429,0.17251,0,1990-01-01,1999-12-31,River Derwent,344.34
28044,Poulter at Cuckney,0.21017,0.053463,0.21905,0.00044338,0.47133,0.45511,0.57305,0.14796,0.078338,0.21299,0.39688,0.0002086,0.19752,0.45972,0.67903,0.091593,0.16592,0.099472,0.46398,0.00012245,0.31011,0.23454,0.68373,0.10373,3.6,1990-01-01,1999-12-31,River Poulter,33.96
28046,Dove at Izaak Walton,0.051537,0.10031,0.26653,0.031374,0.31246,0.46242,0.67103,0.16215,0.083651,0.1333,0.33877,0.0013616,0.32944,0.45247,0.71051,0.11862,0.078451,0.14688,0.38962,0.0086131,0.28615,0.3422,0.72256,0.12488,0.2,1990-01-01,1999-12-31,River Dove,85.69
28048,Amber at Wingfield Park,0.016679,0.18829,0.041223,0.060801,0.23861,0.76642,0.52807,0.25328,0.044725,0.098222,0.3109,0.010772,0.37909,0.49765,0.76487,0.17172,0.035184,0.17072,0.27269,0.035342,0.27422,0.52044,0.70473,0.20851,0,1990-01-01,1999-12-31,River Amber,128.63
28050,Torne at Auckley,0.040638,0.094997,0.13076,0.0043785,0.33892,0.70918,0.66566,0.24422,0.011229,0.19584,0.41196,0.0019175,0.15307,0.51776,0.75727,0.14319,0.026547,0.12299,0.4361,0.0044755,0.22076,0.43333,0.76979,0.20199,0,1990-01-01,1999-12-31,River Torne,130.2
28052,Sow at Great Bridgeford,0.037957,0.28813,0.074244,0.01104,0.18512,0.81267,0.5055,0.18018,0.032737,0.36545,0.17757,0.0061721,0.24795,0.68045,0.49347,0.16129,0.041668,0.38279,0.13405,0.011013,0.15104,0.73219,0.46326,0.16542,0,1990-01-01,1999-12-31,River Sow,141.77
